ts_ms,sensor_id,valor_cm,valor_avg,estado_id,estado_nombre
68625,HCSR04_Radar,12.13,13.25,2,CLOSE
68775,HCSR04_Radar,32.29,15.02,2,CLOSE
68925,HCSR04_Radar,39.38,18.05,2,CLOSE
69075,HCSR04_Radar,39.38,21.46,2,CLOSE
69225,HCSR04_Radar,42.38,25.24,1,NEAR
69376,HCSR04_Radar,45.36,29.40,1,NEAR
69526,HCSR04_Radar,49.46,34.06,1,NEAR
69676,HCSR04_Radar,52.50,39.11,1,NEAR
69826,HCSR04_Radar,62.55,45.41,1,NEAR
69976,HCSR04_Radar,69.63,50.08,1,NEAR
70126,HCSR04_Radar,69.54,53.85,1,NEAR
70277,HCSR04_Radar,69.56,57.62,0,FAR
70427,HCSR04_Radar,69.56,61.02,0,FAR
70577,HCSR04_Radar,72.56,64.42,0,FAR
70727,HCSR04_Radar,72.63,67.32,0,FAR
70878,HCSR04_Radar,76.69,70.34,0,FAR
71029,HCSR04_Radar,82.71,72.86,0,FAR
71179,HCSR04_Radar,82.71,74.50,0,FAR
71329,HCSR04_Radar,82.71,76.14,0,FAR
71479,HCSR04_Radar,72.63,76.53,0,FAR
71629,HCSR04_Radar,66.63,76.16,0,FAR
71779,HCSR04_Radar,59.54,74.53,0,FAR
71929,HCSR04_Radar,49.46,71.64,0,FAR
72079,HCSR04_Radar,49.46,68.23,0,FAR
72229,HCSR04_Radar,49.46,64.08,0,FAR
72379,HCSR04_Radar,45.38,59.41,0,FAR
72530,HCSR04_Radar,42.38,54.37,0,FAR
72680,HCSR04_Radar,39.38,50.21,0,FAR
72831,HCSR04_Radar,35.29,46.29,1,NEAR
72981,HCSR04_Radar,25.21,42.00,1,NEAR
73131,HCSR04_Radar,22.21,38.60,1,NEAR
73281,HCSR04_Radar,22.21,35.19,1,NEAR
73431,HCSR04_Radar,22.21,31.78,1,NEAR
73581,HCSR04_Radar,22.21,28.89,1,NEAR
73731,HCSR04_Radar,18.13,25.86,1,NEAR
73882,HCSR04_Radar,15.13,22.82,1,NEAR
74032,HCSR04_Radar,12.13,19.93,2,CLOSE
74182,HCSR04_Radar,12.13,18.29,2,CLOSE
74333,HCSR04_Radar,8.04,16.52,2,CLOSE
